title,description,price,square,province,district,ward,post_date,num_bedrooms,num_toilets,num_floors,link,_ingestion_timestamp,_partition_province,_partition_year,_partition_month,_parsed_post_date,price_vnd,square_m2,post_date_parsed,title_clean,province_clean,district_clean,ward_clean,price_per_m2,has_price,has_square,has_location,quality_score,dedup_key
Bán nhà Tân Mai Hoàng Mai 28m 5 tầng 3 ngủ ngõ thông ô tô kinh doanh chỉ 4 tỷ lh 0817606560,"Bán nhà tại Tân Mai, Hoàng Mai, diện tích 28m², 5 tầng, 3 phòng ngủ, ngõ thông ô tô, phù hợp với kinh doanh, chỉ 4 tỷ, liên hệ 0817606560.

Đây là một cơ hội tuyệt vời với vị trí đắc địa, ngõ thông rộng rãi, ô tô có thể tránh nhau và dừng đỗ thoải mái suốt cả ngày. Nhà lô góc với hai mặt thoáng, rất lý tưởng cho việc kinh doanh hoặc làm văn phòng, spa...

Thiết kế nhà rất hợp lý:
- Tầng 1: Khu vực kinh doanh và bếp.
- Tầng 2, 3, 4: Mỗi tầng gồm 1 phòng ngủ và vệ sinh riêng.
- Tầng 5: Sân phơi rộng rãi.

Nhà đã được trang bị đầy đủ nội thất, chỉ cần xách vali đến ở ngay. Hãy nhanh tay để sở hữu căn nhà lý tưởng này!",4 tỷ,28 m2,ha_noi,Quận Hoàng Mai,Phường Tân Mai,16/10/2025,3,3,5,https://bds.com.vn/ban-nha-tan-mai-hoang-mai-28m-5-tang-3-ngu-ngo-thong-o-to-kinh-doanh-chi-4-ty-lh-0817606560-p616287.html,2025-12-15T22:46:19.330222,ha_noi,2025,10,2025-10-16T00:00:00,4000000000.0,28.0,2025-10-16,bán nhà tân mai hoàng mai 28m 5 tầng 3 ngủ ngõ thông ô tô kinh doanh chỉ 4 tỷ lh 0817606560,ha_noi,Quận Hoàng Mai,Phường Tân Mai,142857142.85714287,1,1,1,3,ccf4bc714b7bcd857423e4ee7481e324
"Bán Nhà 4 Tầng MT HXH Phường 16 Quận 8, giá 5.5 tỷ","MÔ TẢ:
- Nhà 4 Tầng xây dựng kiểu hiện đại rất đẹp, 4 phòng ngủ rộng rãi, 3WC, 1 Phòng Thờ, kết cấu 1 trệt, 2 lầu, có 2 sân thượng trước và sau.
- Nhà nằm ở khu vực sầm uất VIP cao ráo, sạch sẽ của phường 16, vừa ở vừa kinh doanh được.
- Nhà gần đại lộ Võ Văn Kiệt, bến xe Miền Tây, siêu thị Mega Market, Bình Phú, Siêu Thị Nhật Bản Aeon Mall Bình Tân.
- Chủ nhà xuất cảnh nên để lại toàn bộ nội thất cao cấp cho người thiện chí mua.
==Tiện ích xung quanh:
+ Trường Đại Học: Công Nghệ, Kinh Tế,Tôn Đức Thắng Quận 7, Tài Chính Marketing, Nguyễn Tất Thành, Sư Phạm, Kinh Tế Đối Ngoại Quận 5, Việt Mỹ Bình Chánh, Y Dược Sài Gòn Bình Tân, Lương Thực- Thực Phẩm…
- Gần Đường:
=Lưu Hữu Phước- Mễ Cốc, An Dương Vương, Phạm Đức Sơn, Nguyễn Văn Luông, Bình Phú, Nguyễn Duy, Hưng Phú,Tùng Thiện Vương, Phạm Thế Hiển, Trịnh Quang Nghị, Bùi Minh Trực, Tỉnh Lộ 50, Âu Dương Lân, Cao Lỗ, Tạ Quang Bửu, Phạm Hùng…
- Gần Chợ:
+ Kim Biên, An Đông, Chợ Lớn (Bình Tây), Minh Phụng (Cây Gõ), Tân Hòa Đông, Phú Lâm Quận 6, Bến Thành Quận 1, Đầu Mối Bình Điền, Chợ Hoa Bến Bình Đông, Nhị Thiên Đường, Vui Chơi Đầm Sen…

PHÁP LÝ: Cam kết pháp lý sạch sẽ mua bán dễ dàng.
* Giá chỉ 5.5 tỷ. Gọi ngay: 0962931613 Mr Đăng1982 Chuyên BĐS Quận 8 để được xem nhà Miễn Phí và thương lượng Giá Tiền với Chủ Nhà.
* Ngoài ra bên Em còn có nhiều nhà giá tiền khác nhau sẽ giúp cho Anh/Chị chọn được căn nhà như mong đợi.",5.5 tỷ,48 m2,ho_chi_minh,Quận 8,Phường 16,16/10/2025,5,4,4,https://bds.com.vn/ban-nha-4-tang-mt-hxh-phuong-16-quan-8-gia-55-ty-p469286.html,2025-12-15T16:32:01.849227,ho_chi_minh,2025,10,2025-10-16T00:00:00,5500000000.0,48.0,2025-10-16,"bán nhà 4 tầng mt hxh phường 16 quận 8, giá 5.5 tỷ",ho_chi_minh,Quận 8,Phường 16,114583333.33333333,1,1,1,3,ce192de7b8003a2ca765f90e05ee1206
"Bán nhà riêng 97m2 2 tầng 3pn  ngang 5,5m Quận 7 Nhà Bè chỉ 4,9 tỷ","Bán nhà riêng 97m2, 2 tầng, 3 phòng ngủ, ngang 5,5m tại Quận 7, Nhà Bè chỉ 4,9 tỷ.

Mô tả chi tiết:
- Nhà nằm trong hẻm ô tô, chỉ cách mặt tiền Lê Văn Lương một bước chân, mang lại sự tiện lợi tối ưu.
- Thiết kế nhà gồm 1 trệt và 1 lầu với 3 phòng ngủ, phòng khách rộng rãi, phòng bếp tiện nghi và ban công thoáng mát, lý tưởng cho những giây phút thư giãn.
- Vị trí đắc địa, gần chợ và ngay sát cây cầu mới khai trương, kết nối Nhà Bè với Quận 7, tạo thuận lợi cho việc di chuyển.
- Khu vực xung quanh đầy đủ tiện ích, chỉ mất 5 phút để đến Phú Mỹ Hưng.

Sổ hồng riêng, hoàn công đầy đủ, chủ nhà thiện chí bán.",9.5 tỷ,96 m2,ho_chi_minh,Huyện Nhà Bè,Nhơn Đức,16/10/2025,4,4,2,https://bds.com.vn/ban-nha-rieng-97m2-2-tang-3pn--ngang-55m-quan-7-nha-be-chi-49-ty-p611592.html,2025-12-15T22:51:00.115411,ho_chi_minh,2025,10,2025-10-16T00:00:00,9500000000.0,96.0,2025-10-16,"bán nhà riêng 97m2 2 tầng 3pn  ngang 5,5m quận 7 nhà bè chỉ 4,9 tỷ",ho_chi_minh,Huyện Nhà Bè,Nhơn Đức,98958333.33333333,1,1,1,3,d007577da929fbf8c04987db35be5f31
"NGƯỜI QUEN NHỜ BÁN LÔ ĐẤT, TẶNG NHÀ MẶT PHỐ  ĐỐNG ĐA - DIỆN TÍCH 50M - GIÁ 15  TỶ.","Nhà tôi tự xây dựng với chất lượng khung cột chắc chắn, thiết kế thoáng đãng với cầu thang ở giữa, mỗi tầng có 2 phòng ngủ rộng rãi và ban công riêng. An ninh tại khu vực tuyệt đối đảm bảo, xe máy có thể di chuyển dễ dàng và có chỗ quay đầu ngay trước nhà.

Sổ đỏ được cất giữ an toàn, sẵn sàng cho giao dịch ngay lập tức.

Liên hệ với tôi qua số 0962688294, em Nga thổ cư để biết thêm chi tiết.",15 tỷ,50 m2,ha_noi,Quận Đống Đa,Phường Cát Linh,16/10/2025,3,3,2,https://bds.com.vn/nguoi-quen-nho-ban-lo-dat-tang-nha-mat-pho--dong-da---dien-tich-50m---gia-15--ty-p616728.html,2025-12-15T22:46:05.254127,ha_noi,2025,10,2025-10-16T00:00:00,15000000000.0,50.0,2025-10-16,"người quen nhờ bán lô đất, tặng nhà mặt phố  đống đa - diện tích 50m - giá 15  tỷ.",ha_noi,Quận Đống Đa,Phường Cát Linh,300000000.0,1,1,1,3,d05498208f067a79e220b22fc5f3a56c
"NHÀ PHÂN LÔ – KINH DOANH VÔ ĐỊCH, ĐỘC BẢN TẠI NGUYÊN HỒNG ĐỐNG ĐA 42m2 x 5 tầng, 14.2tỷ","Nhà phân lô kinh doanh độc bản tại Nguyên Hồng, Đống Đa. Diện tích 42m2, 5 tầng, giá 14.2 tỷ.

Vị trí đắc địa, chỉ vài bước chân là đến Rạp chiếu phim Quốc Gia và Nhà hát ca múa nhạc Việt Nam. Chỉ mất 5 phút để đến các trường như Đại học Văn hóa Nghệ thuật Quân đội và Đại học Luật Hà Nội.

Đường ô tô tránh nhau trước cửa, vỉa hè rộng rãi cho xe máy, thuận tiện và an toàn.

Khu vực dân trí cao, kinh doanh sầm uất, đây là cơ hội hiếm có trong khu vực này với những căn nhà còn lại.

Sổ đỏ chính chủ, sẵn sàng sang tên cho chủ mới.

Liên hệ Mr Mạnh 0866363866.",14.2 tỷ,42 m2,ha_noi,Quận Đống Đa,Phường Láng Hạ,16/10/2025,6,3,5,https://bds.com.vn/nha-phan-lo-%E2%80%93-kinh-doanh-vo-dich-doc-ban-tai-nguyen-hong-dong-da-42m2-x-5-tang-142ty-p616501.html,2025-12-15T22:49:36.613390,ha_noi,2025,10,2025-10-16T00:00:00,14200000000.0,42.0,2025-10-16,"nhà phân lô – kinh doanh vô địch, độc bản tại nguyên hồng đống đa 42m2 x 5 tầng, 14.2tỷ",ha_noi,Quận Đống Đa,Phường Láng Hạ,338095238.0952381,1,1,1,3,d6046ce13cc5de88e185236ea31957e5
"Cần bán căn hộ cao cấp CC SaKuRa 47 Vũ Trọng Phụng, 110m, 2 ngủ, sđcc, tặng full Nt tiền tỷ, nhỉnh 3 tỷ.","Tọa lạc ngay đầu phố Vũ Trọng Phụng, tiếp giáp Nguyễn Trãi, vị trí  đắc địa  trung tâm quận Thanh Xuân, chung cư Sakura hưởng trọn lợi ích của khu vực Hapulico.
Diện tích 110m, thiết kế 3 ngủ, 2 wc, tặng nội thất tiền tỷ toàn hàng thửa do chủ nhà chính tay lựa chọn và thuê thiết kế.
Sổ đỏ chính chủ - sẵn sàng giao dịch.
Giá: 3 tỷ 9 ( có thương lượng cho khách thiện chí)
Liên hệ ngay em Minh Anh để được tư vấn và xem nhà hoàn toàn miễn phí.",3.9 tỷ,110 m2,ha_noi,Quận Thanh Xuân,Phường Nhân Chính,16/10/2025,3,2,1,https://bds.com.vn/can-ban-can-ho-cao-cap-cc-sakura-47-vu-trong-phung-110m-2-ngu-sdcc-tang-full-nt-tien-ty-nhinh-3-ty-p481071.html,2025-12-15T22:46:47.279110,ha_noi,2025,10,2025-10-16T00:00:00,3900000000.0,110.0,2025-10-16,"cần bán căn hộ cao cấp cc sakura 47 vũ trọng phụng, 110m, 2 ngủ, sđcc, tặng full nt tiền tỷ, nhỉnh 3 tỷ.",ha_noi,Quận Thanh Xuân,Phường Nhân Chính,35454545.45454545,1,1,1,3,d7b3caa190758d3aa62a06d697678653
Bán gấp nhà Quan Hoa Cầu Giấy 30m2 x 5 tầng giá rẻ chỉ 4.2 tỷ nhà mới,"Mô tả:
+ Vị trí rất đẹp, nhà ngay gần đường ô tô dừng đỗ cách nhà 5m. Giao thông thuận tiện, thông các ngả: Quan Hoa, Nguyễn Khánh Toàn, Cầu Giấy, Xuân Thủy, Kim Mã, Hoàng Hoa Thám, Đường Láng, Phạm Văn Đồng, Hoàng Quốc Việt, Võ Chí Công, Phạm Hùng, Mỹ Đình
+ Nhà mới đẹp long lanh, lô góc 2 thoáng, 5 tầng 3PN rộng rãi thoáng sáng, Wc khép kín, phòng khách, bếp, phòng thờ, sân phơi, chỗ để xe, đầy đủ công năng rất đẹp. Nội thất xịn sò toàn gỗ lim thịt, chủ nhà tặng lại toàn bộ cho khách thiện chí, khách mua chỉ việc xách vali về ở.
+ Từ vị trí nhà chúng ta có thể đi vào phố theo tuyến đường Kim Mã hoặc Hoàng Hoa Thám, Đường Láng rất thuận tiện
+ Tiện ích xung quanh ngập tràn,Gần công viên Thủ Lệ, Công Viên Nghĩa Đô, Ngoại Giao Đoàn, Hồ Tây, , gần trường cấp 1,23,  , mất 20 phút lái xe đến sân bay Nội Bài.
+ Ai có nhu cầu tìm mua nhà khu vực: Xuân Đỉnh, Cổ Nhuế, Phạm Văn Đồng,Trần Cung, Mỹ Đình, Cầu Giấy, Võ Chí Công, Ngoại Giao Đoàn, Từ Liêm…Nhanh tay liên hệ 0332999689 Mr Kiên Nhà đẹp - giá rẻ để được xem nhà miễn phí và giao dịch trực tiếp chính chủ.",4.2 tỷ,30 m2,ha_noi,Quận Cầu Giấy,Phường Quan Hoa,16/10/2025,3,4,5,https://bds.com.vn/ban-gap-nha-quan-hoa-cau-giay-30m2-x-5-tang-gia-re-chi-42-ty-nha-moi-p484055.html,2025-12-15T22:47:18.212806,ha_noi,2025,10,2025-10-16T00:00:00,4200000000.0,30.0,2025-10-16,bán gấp nhà quan hoa cầu giấy 30m2 x 5 tầng giá rẻ chỉ 4.2 tỷ nhà mới,ha_noi,Quận Cầu Giấy,Phường Quan Hoa,140000000.0,1,1,1,3,d88fb47d266aa5d2e3ea1b03ce92e8d1
"nhà 1 trệt 1 lầu xây thông thoáng có sân vườn, o tô vào tận cửa, đường Gò Cát, Phú Hữu, DT 4,4x26, sổ đỏ hoàn công đầy đủ chỉ nhỉnh 4 tỷ.","Nhà 2 tầng tại Phường Phú Hữu, TP Thủ Đức, diện tích 114.8m², giá chỉ 4.6 tỷ. Nhà được thiết kế 1 trệt 1 lầu với 3 phòng ngủ, 3 nhà vệ sinh, phòng khách, bếp và phòng ăn. Không gian thông thoáng, mát mẻ, với gió và ánh sáng tự nhiên tràn ngập, tạo cảm giác dễ chịu hơn hẳn so với các nhà phố khác.

Đặc biệt, mảnh sân vườn phía sau sẽ là nơi thư giãn lý tưởng cho gia đình bạn. Khu dân cư xung quanh có dân trí cao, an ninh tốt, chỉ cách vòng xoay Phú Hữu, ủy ban phường và cảng Cát Lái không xa. Giao thông thuận lợi, dễ dàng di chuyển đến các quận trung tâm, gần đường cao tốc.

Nhà được xây dựng với tâm huyết, còn rất mới, bạn chỉ cần xách vali vào ở ngay. Sổ hồng chính chủ, đã hoàn công đầy đủ, sẵn sàng công chứng.

Liên hệ ngay với tôi, Mr Phát, qua số điện thoại 0986.638.810 để xem nhà miễn phí và nhận hỗ trợ 24/7 về pháp lý, quy hoạch, ngân hàng.",4.6 tỷ,115 m2,ho_chi_minh,Quận 9,Phú Hữu,16/10/2025,3,3,2,https://bds.com.vn/nha-1-tret-1-lau-xay-thong-thoang-co-san-vuon-o-to-vao-tan-cua-duong-go-cat-phu-huu-dt-44x26-so-do-hoan-cong-day-du-chi-nhinh-4-ty-p611358.html,2025-12-15T16:29:12.969525,ho_chi_minh,2025,10,2025-10-16T00:00:00,4600000000.0,115.0,2025-10-16,"nhà 1 trệt 1 lầu xây thông thoáng có sân vườn, o tô vào tận cửa, đường gò cát, phú hữu, dt 4,4x26, sổ đỏ hoàn công đầy đủ chỉ nhỉnh 4 tỷ.",ho_chi_minh,Quận 9,Phú Hữu,40000000.0,1,1,1,3,dc224ed48346acc4097328ea4aef3f1c
"Bán Nhanh Nhà Mới 5 Tầng Xe Hơi Vào Nhà Thống Nhất, P.11, Gò Vấp 69m2 chỉ 9,7 tỷ","- NHÀ THIẾT KẾ 5 TẦNG SANG TRỌNG - TẶNG HẾT NỘI THẤT CAO CẤP NHƯ HÌNH - XE HƠI 7 CHỔ VÀO NHÀ THOẢI MÁI - KHU CAO CẤP DÂN TRÍ CAO - CÓ THỂ DỌN VÀO Ở NGAY TRONG NGÀY - SỔ HỒNG RIÊNG, NHÀ VUÔN VỨC.- Kết cấu: 1 trệt 1 lững 2 lầu + Sân thượng riêng. - Diện Tích: 69m ( Ngang 4,1m x Dài 17m)- Sổ hồng riêng, công chứng nhanh.------------------------------=> Liên hệ: 0909186782 Tài",9.7 tỷ,69 m2,ho_chi_minh,Quận Gò Vấp,Phường 11,16/10/2025,4,6,5,https://bds.com.vn/ban-nhanh-nha-moi-5-tang-xe-hoi-vao-nha-thong-nhat-p11-go-vap-69m2-chi-97-ty-p459488.html,2025-12-15T16:30:34.053387,ho_chi_minh,2025,10,2025-10-16T00:00:00,9700000000.0,69.0,2025-10-16,"bán nhanh nhà mới 5 tầng xe hơi vào nhà thống nhất, p.11, gò vấp 69m2 chỉ 9,7 tỷ",ho_chi_minh,Quận Gò Vấp,Phường 11,140579710.14492753,1,1,1,3,dc827159e1f839a12ee43165336f58dc
"NHÀ NGANG 6 CỰC HIẾM, GẦN METRO TÂN THỚI HIỆP, GIÁP GÒ VẤP, CHỈ 4,69Tỷ (40 TRIỆU/m2).","Căn nhà với diện tích 114m2 (5.9x19m) này là một cơ hội tuyệt vời cho những ai đang tìm kiếm một không gian lý tưởng để sinh sống hoặc đầu tư. Kết cấu 1 trệt, 1 lửng mang lại sự rộng rãi, thoáng đãng.

Giá chỉ 40 triệu/m2, rẻ hơn khoảng 10% so với khu vực, đây là một lựa chọn hấp dẫn cho những ai muốn sở hữu bất động sản tại khu vực đang phát triển. Với bề ngang 6m, rất hiếm có nhà bán, phù hợp cho việc xây dựng căn hộ dịch vụ hoặc biệt thự mini.

Hẻm thông thoáng, nằm sát mặt tiền Nguyễn Thị Kiểu và Lê Văn Khương, giáp ranh Gò Vấp, mang đến sự tiện lợi trong việc di chuyển. Chỉ trong bán kính 1km, bạn sẽ tìm thấy trường học các cấp, chợ, siêu thị Metro, công an phường và ngân hàng, đáp ứng đầy đủ nhu cầu sống và làm việc.

Sổ hồng riêng, vuông đẹp, chủ nhà hiện đang giữ két sắt, sẵn sàng công chứng ngay. Đừng bỏ lỡ cơ hội sở hữu ngôi nhà đáng mơ ước này!",4.69 tỷ,,ho_chi_minh,Quận 12,Tân Thới Hiệp,16/10/2025,2,2,2,https://bds.com.vn/nha-ngang-6-cuc-hiem-gan-metro-tan-thoi-hiep-giap-go-vap-chi-469ty-40-trieum2-p611479.html,2025-12-15T16:32:46.440225,ho_chi_minh,2025,10,2025-10-16T00:00:00,4690000000.0,,2025-10-16,"nhà ngang 6 cực hiếm, gần metro tân thới hiệp, giáp gò vấp, chỉ 4,69tỷ (40 triệu/m2).",ho_chi_minh,Quận 12,Tân Thới Hiệp,,1,0,1,2,dc9cdaba101aadf341dc64dfcd9e1936
"Chính chủ bán nhà yên hòa 6 tầng,diện tích 42m, ô tô nhỉnh 6 tỷ","Nhà chính chủ cần bán tại Yên Hòa, với diện tích 42m², xây dựng 6 tầng kiên cố. Vị trí thuận lợi, ô tô vào tận nơi, nằm trong khu dân trí cao, gần trường học và chợ, rất tiện cho sinh hoạt. Giá bán nhỉnh 6 tỷ.

Nếu anh chị quan tâm, vui lòng liên hệ với tôi qua số điện thoại 0975182094.",Thỏa thuận,42 m2,ha_noi,Quận Cầu Giấy,Phường Yên Hoà,16/10/2025,7,5,6,https://bds.com.vn/chinh-chu-ban-nha-yen-hoa-6-tangdien-tich-42m-o-to-nhinh-6-ty-p616624.html,2025-12-15T22:46:05.254127,ha_noi,2025,10,2025-10-16T00:00:00,,42.0,2025-10-16,"chính chủ bán nhà yên hòa 6 tầng,diện tích 42m, ô tô nhỉnh 6 tỷ",ha_noi,Quận Cầu Giấy,Phường Yên Hoà,,0,1,1,2,dcc95510a1a76a3f56c8192504113c6d
Hiếm có khó tìm đất phố cổ Lò Đúc 50m2*4T giá 3.1 tỷ,"Căn nhà rất nhiều lộc và mang lại may mắn cho chủ nhà. Chủ từ khi mua nhà này thì công việc kinh doanh phát đạt, đã mua được nhà mới biệt thự bên Tây Hồ.Cách mặt phố Lò Đúc đúng ba bước chân. Trước nhà đường rộng nhà lô góc thoáng mát. Chủ vừa sửa sang rất đẹp, thay nội thất mới sịn sò. Căn nhà phù hợp vừa ở vừa mở cửa hàng kinh doanh online. Khu vực an ninh tốt, đông dân, hàng xóm hiền lành thân thiện, giao thông thuận tiện, gần các trường đại học lớn như Bách Khoa, Kinh Tế, Xây Dựng, gần các bệnh viện như Thanh Nhàn, 108, Bờ Hồ nhà nằm vị trí đắc địa trung tâm Quận Hai Bà Trưng.+- Sổ đỏ chính chủ, pháp lý chuẩn, giao dịch ngay. Chủ đã lên đời nhà mới cực kỳ thiện trí giá trào 3.1 tỷ có ra lộc cho khách hữu duyên.
Chi tiết LH: Nhật Nhà Đất   (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội luôn sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Phương châm làm việc:
-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu
- Không kênh giá chủ nhà
- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý.",3.1 tỷ,50 m2,ha_noi,Quận Hai Bà Trưng,Phường Đống Mác,16/10/2025,4,3,4,https://bds.com.vn/hiem-co-kho-tim-dat-pho-co-lo-duc-50m24t-gia-31-ty-p462208.html,2025-12-15T22:46:34.945638,ha_noi,2025,10,2025-10-16T00:00:00,3100000000.0,50.0,2025-10-16,hiếm có khó tìm đất phố cổ lò đúc 50m2*4t giá 3.1 tỷ,ha_noi,Quận Hai Bà Trưng,Phường Đống Mác,62000000.0,1,1,1,3,dde95e7c7d773803d8501f44b411238d
"MT 259 Trần Quang Khải, P. Tân Định, Q.1, 4.3x15m, trệt 5 tầng, thu nhập 120tr/tháng","MT 259 Trần Quang Khải, P. Tân Định, Q.1 -  DT: 4.3 x 15m, cn 64.2m -  KC: 5 tầng-  Giá 31 tỷ TL---------------------------------------Tel Hoàng Tú - Chuyên Bán BĐS Tốt Vị Trí ĐẹpNhận Ký GửiNhận làm hồ sơ Nhà Đất",39 tỷ,70 m2,ho_chi_minh,Quận 1,Tân Định,16/10/2025,8,8,5,https://bds.com.vn/mt-259-tran-quang-khai-p-tan-dinh-q1-43x15m-tret-5-tang-thu-nhap-120trthang-p448155.html,2025-12-15T16:31:03.947067,ho_chi_minh,2025,10,2025-10-16T00:00:00,39000000000.0,70.0,2025-10-16,"mt 259 trần quang khải, p. tân định, q.1, 4.3x15m, trệt 5 tầng, thu nhập 120tr/tháng",ho_chi_minh,Quận 1,Tân Định,557142857.1428572,1,1,1,3,de18924aedd38df741233736272bbb3e
Nhà 3 Tầng MT HXH Đường An Dương Vương Quận 8 Giá 7.9 Tỷ,"Mô tả:
- Nhà hẻm thông sát mặt tiền đường xe bus đi qua lại ngang nhà, tiện ở và kinh doanh các ngành nghề.
- - Nhà rộng rãi, xe ô tô vào để được trong nhà.

- Nhà 64M2 xây kiểu hiện đại, sàn nhà và cầu thang đều làm bằng gỗ Căm Xe, với diện tích 64m2 được xây kết cấu 3 tầng 4 phòng ngủ, 4WC.

- Khu vực dễ ra bến xe Miền Tây, trung tâm mua sắm của Nhật Bản (Aeon Mall), Metro Quận 6,
--
- Dễ Duy Chuyển Qua các Trường:
+ Cao Đẳng : Việt Mỹ Quận Bình Chánh, Bách Khoa Nam Sài Gòn, Kinh Tế Đối Ngoại Quận 5, Phát Thanh Truyền Hình II, Lương Thực- Thực Phẩm, Kinh Tế Kỉ Thuật Tp. HCM Quận 6, Giao Thông Vận Tải Trung Ương VI, Y Dược Sài Gòn Bình Tân, Quốc Tế Tp.HCM, Nông Nghiệp Nam Bộ…
+ Đại Học: Công Nghệ Sài Gòn, Kinh Tế Sài Gòn, Tôn Đức Thắng Quận 7, Tài Chính Marketing, Đại Học Nguyễn Tất Thành, Cảnh Sát Nhân Dân, Sự Phạm Quận 5…
- Thuận tiện di chuyển qua các đường:
=Lưu Hữu Phước- Mễ Cốc- Phú Định- Trương Đình Hội- An Dương Vương- Phạm Đức Sơn- Nguyễn Văn Luông- Bình Phú- Nguyễn Duy- Hưng Phú-Tùng Thiện Vương- Phạm Thế Hiển- Trịnh Quang Nghị- Bùi Minh Trực- Quốc Lộ 50 ( Liên Tỉnh 5 )- Âu Dương Lân- Dương Bá Trạc- Cao Lỗ- Tạ Quang Bửu- Phạm Hùng…
- Khu vực gần Chợ lân cận :
+ Kim Biên, Tân Thành, An Đông, Chợ Sắt, Chợ Lớn (Bình Tây), Hòa Bình, Minh Phụng (Cây Gõ), Bình Tiên, Bình Tây, Tân Hòa Đông, Phú Lâm, Chợ Bến Thành Quận 1, Tân Định, Đầu Mối Bình Điền, Chợ Hoa Bến Bình Đông, Chợ Rạch Ong, Nhị Thiên Đường, Tân Mỹ, khu vui chơi Đầm Sen…

Pháp lý:
- Cam Kết Pháp Lý Sạch sẽ, Mua Bán dễ dàng
* Giá chỉ 7.8 Tỷ. Gọi ngay: 0962931613 Mr Đăng1982 Chuyên BĐS Q8 để được đi xem nhà miễn phí và thương lượng giá tiền trực tiếp với chủ nhà.
* Ngoài ra bên em còn có nhiều nhà giá tiền khác nhau sẽ giúp cho anh/chị chọn được căn nhà như mong đợi.",7.9 tỷ,64 m2,ho_chi_minh,Quận 8,Phường 16,16/10/2025,4,4,3,https://bds.com.vn/nha-3-tang-mt-hxh-duong-an-duong-vuong-quan-8-gia-79-ty-p453734.html,2025-12-15T16:30:57.033757,ho_chi_minh,2025,10,2025-10-16T00:00:00,7900000000.0,64.0,2025-10-16,nhà 3 tầng mt hxh đường an dương vương quận 8 giá 7.9 tỷ,ho_chi_minh,Quận 8,Phường 16,123437500.0,1,1,1,3,de93cdd3f9d84d64dd4c9a3487ca8fa8
"Chính Chủ Bán Nhà 434/32/67 Phạm Văn Chiêu , Phường 9 , Hẽm Xe Hơi , Giá Tốt","Tôi cần bán nhà căn góc tại địa chỉ 434/32/67 đường Phạm Văn Chiêu, phường 9, Gò Vấp, HCM.

Nhà có diện tích 4m x 12m, thiết kế hiện đại với 1 trệt và 1 lầu, bao gồm 2 phòng ngủ và 2 WC. Hẻm rộng 3,5m, thuận tiện di chuyển.

Khu vực xung quanh rất đẹp và an ninh, dân trí cao, nằm gần nhiều ngân hàng và các tiện ích thiết yếu. Vị trí trung tâm, gần chợ Thạch Đà và nhà thờ Thạch Đà, hẻm thông qua các đường Cây Trâm, Lê Đức Thọ, và gần trường học các cấp.

Chỉ cách trục đường chính Quang Trung 100m, gần ngã ba Phan Huy Ích, Bách hóa xanh, chợ Hạnh Thông Tây, khu trung tâm thời trang và cách Điện máy xanh, Nguyễn Kim chỉ 500m.

Sổ hồng chính chủ, hoàn công đầy đủ. Giá bán 4,8 tỷ.

Liên hệ chính chủ qua số điện thoại 0799238648 (Chị Nhã) để biết thêm chi tiết.",4.80 tỷ,48 m2,ho_chi_minh,Quận Gò Vấp,Phường 9,16/10/2025,2,2,2,https://bds.com.vn/chinh-chu-ban-nha-4343267-pham-van-chieu--phuong-9--hem-xe-hoi--gia-tot-p611598.html,2025-12-15T16:32:31.561566,ho_chi_minh,2025,10,2025-10-16T00:00:00,4800000000.0,48.0,2025-10-16,"chính chủ bán nhà 434/32/67 phạm văn chiêu , phường 9 , hẽm xe hơi , giá tốt",ho_chi_minh,Quận Gò Vấp,Phường 9,100000000.0,1,1,1,3,e02f43b9a4961f1688dd504236ddd0cc
